HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
35,否,偶爾出差,662,銷售部,1,5,行銷,1,204,3,男性,94,3,3,銷售執行,2,已婚,7295,11439,1,是,否,13,3,1,80,2,10,3,3,10,8,0,6
53,否,偶爾出差,1436,銷售部,6,2,行銷,1,205,2,男性,34,3,2,銷售代表,3,已婚,2306,16047,2,是,是,20,4,4,80,1,13,3,1,7,7,4,5
45,否,偶爾出差,194,研發部,9,3,生命科學,1,206,2,男性,60,3,2,實驗室技術員,2,離婚,2348,10901,8,是,否,18,3,3,80,1,20,2,1,17,9,0,15
32,否,頻繁出差,967,銷售部,8,3,行銷,1,207,2,女性,43,3,3,銷售執行,4,單身,8998,15589,1,是,否,14,3,4,80,0,9,2,3,9,8,3,7
29,否,不出差,1496,研發部,1,1,技術學位,1,208,4,男性,41,3,2,製造總監,3,已婚,4319,26283,1,是,否,13,3,1,80,1,10,1,3,10,7,0,9
51,否,偶爾出差,1169,研發部,7,4,醫學,1,211,2,男性,34,2,2,製造總監,3,已婚,6132,13983,2,是,否,17,3,3,80,0,10,2,3,1,0,0,0
58,否,偶爾出差,1145,研發部,9,3,醫學,1,214,2,女性,75,2,1,研究科學家,2,已婚,3346,11873,4,是,是,20,4,2,80,1,9,3,2,1,0,0,0
40,否,偶爾出差,630,銷售部,4,4,行銷,1,215,3,男性,67,2,3,銷售執行,4,已婚,10855,8552,7,是,否,11,3,1,80,1,15,2,2,12,11,2,11
34,否,頻繁出差,303,銷售部,2,4,行銷,1,216,3,女性,75,3,1,銷售代表,3,已婚,2231,11314,6,是,否,18,3,4,80,1,6,3,3,4,3,1,2
22,否,偶爾出差,1256,研發部,19,1,醫學,1,217,3,男性,80,3,1,研究科學家,4,已婚,2323,11992,1,是,否,24,4,1,80,2,2,6,3,2,2,2,2
27,否,不出差,691,研發部,9,3,醫學,1,218,4,男性,57,3,1,研究科學家,2,離婚,2024,5970,6,是,否,18,3,4,80,1,6,1,1,2,2,2,2
28,否,偶爾出差,440,研發部,21,3,醫學,1,221,3,男性,42,3,1,研究科學家,4,已婚,2713,6672,1,是,否,11,3,3,80,1,5,2,1,5,2,0,2
57,否,偶爾出差,334,研發部,24,2,生命科學,1,223,3,男性,83,4,3,醫療代表,4,離婚,9439,23402,3,是,是,16,3,2,80,1,12,2,1,5,3,1,4
27,否,不出差,1450,研發部,3,3,醫學,1,224,3,男性,79,2,1,研究科學家,3,離婚,2566,25326,1,是,是,15,3,4,80,1,1,2,2,1,1,0,1
50,否,偶爾出差,1452,研發部,11,3,生命科學,1,226,3,女性,53,3,5,經理,2,單身,19926,17053,3,是,否,15,3,2,80,0,21,5,3,5,4,4,4
41,否,偶爾出差,465,研發部,14,3,生命科學,1,227,1,男性,56,3,1,研究科學家,3,離婚,2451,4609,4,是,否,12,3,1,80,1,13,2,3,9,8,1,8
30,否,偶爾出差,1339,銷售部,5,3,生命科學,1,228,2,女性,41,3,3,銷售執行,4,已婚,9419,8053,2,是,否,12,3,3,80,1,12,2,3,10,9,7,4
38,否,偶爾出差,702,銷售部,1,4,生命科學,1,230,1,女性,59,2,2,銷售執行,4,單身,8686,12930,4,是,否,22,4,3,80,0,12,2,4,8,3,0,7
32,否,偶爾出差,120,研發部,6,5,生命科學,1,231,3,男性,43,3,1,研究科學家,3,單身,3038,12430,3,是,否,20,4,1,80,0,8,2,3,5,4,1,4
27,否,偶爾出差,1157,研發部,17,3,技術學位,1,233,3,男性,51,3,1,研究科學家,2,已婚,3058,13364,0,是,是,16,3,4,80,1,6,3,2,5,2,1,1
19,是,頻繁出差,602,銷售部,1,1,技術學位,1,235,3,女性,100,1,1,銷售代表,1,單身,2325,20989,0,是,否,21,4,1,80,0,1,5,4,0,0,0,0
36,否,頻繁出差,1480,研發部,3,2,醫學,1,238,4,男性,30,3,1,實驗室技術員,2,單身,2088,15062,4,是,否,12,3,3,80,0,13,3,2,8,7,7,2
30,否,不出差,111,研發部,9,3,醫學,1,239,3,男性,66,3,2,實驗室技術員,1,離婚,3072,11012,1,是,否,11,3,3,80,2,12,4,3,12,9,6,10
45,否,偶爾出差,1268,銷售部,4,2,生命科學,1,240,3,女性,30,3,2,銷售執行,1,離婚,5006,6319,4,是,是,11,3,1,80,1,9,3,4,5,4,0,3
56,否,偶爾出差,713,研發部,8,3,生命科學,1,241,3,女性,67,3,1,研究科學家,1,離婚,4257,13939,4,是,是,18,3,3,80,1,19,3,3,2,2,2,2
33,否,偶爾出差,134,研發部,2,3,生命科學,1,242,3,男性,90,3,1,研究科學家,4,單身,2500,10515,0,是,否,14,3,1,80,0,4,2,4,3,1,0,2
19,是,偶爾出差,303,研發部,2,3,生命科學,1,243,2,男性,47,2,1,實驗室技術員,4,單身,1102,9241,1,是,否,22,4,3,80,0,1,3,2,1,0,1,0
46,否,偶爾出差,526,銷售部,1,2,行銷,1,244,2,女性,92,3,3,銷售執行,1,離婚,10453,2137,1,是,否,25,4,3,80,3,24,2,3,24,13,15,7
38,否,偶爾出差,1380,研發部,9,2,生命科學,1,245,3,女性,75,3,1,實驗室技術員,4,單身,2288,6319,1,是,否,12,3,3,80,0,2,3,3,2,2,2,1
31,否,偶爾出差,140,研發部,12,1,醫學,1,246,3,女性,95,3,1,研究科學家,4,已婚,3929,6984,8,是,是,23,4,3,80,1,7,0,3,4,2,0,2
34,否,偶爾出差,629,研發部,27,2,醫學,1,247,4,女性,95,3,1,研究科學家,2,單身,2311,5711,2,是,否,15,3,4,80,0,9,3,3,3,2,1,2
41,是,偶爾出差,1356,銷售部,20,2,行銷,1,248,2,女性,70,3,1,銷售代表,2,單身,3140,21728,1,是,是,22,4,4,80,0,4,5,2,4,3,0,2
50,否,偶爾出差,328,研發部,1,3,醫學,1,249,3,男性,86,2,1,實驗室技術員,3,已婚,3690,3425,2,是,否,15,3,4,80,1,5,2,2,3,2,0,2
53,否,偶爾出差,1084,研發部,13,2,醫學,1,250,4,女性,57,4,2,製造總監,1,離婚,4450,26250,1,是,否,11,3,3,80,2,5,3,3,4,2,1,3
33,否,偶爾出差,931,研發部,14,3,醫學,1,252,4,女性,72,3,1,研究科學家,2,已婚,2756,4673,1,是,否,13,3,4,80,1,8,5,3,8,7,1,6
40,否,偶爾出差,989,研發部,4,1,醫學,1,253,4,女性,46,3,5,經理,3,已婚,19033,6499,1,是,否,14,3,2,80,1,21,2,3,20,8,9,9
55,否,偶爾出差,692,研發部,14,4,醫學,1,254,3,男性,61,4,5,研究總監,2,單身,18722,13339,8,是,否,11,3,4,80,0,36,3,3,24,15,2,15
34,否,頻繁出差,1069,研發部,2,1,生命科學,1,256,4,男性,45,2,2,製造總監,3,已婚,9547,14074,1,是,否,17,3,3,80,0,10,2,2,10,9,1,9
51,否,偶爾出差,313,研發部,3,3,醫學,1,258,4,女性,98,3,4,醫療代表,2,單身,13734,7192,3,是,否,18,3,3,80,0,21,6,3,7,7,1,0
52,否,偶爾出差,699,研發部,1,4,生命科學,1,259,3,男性,65,2,5,經理,3,已婚,19999,5678,0,是,否,14,3,1,80,1,34,5,3,33,18,11,9
27,否,偶爾出差,894,研發部,9,3,醫學,1,260,4,女性,99,3,1,研究科學家,2,單身,2279,11781,1,是,否,16,3,4,80,0,7,2,2,7,7,0,3
35,是,偶爾出差,556,研發部,23,2,生命科學,1,261,2,男性,50,2,2,製造總監,3,已婚,5916,15497,3,是,是,13,3,1,80,0,8,1,3,1,0,0,1
43,否,不出差,1344,研發部,7,3,醫學,1,262,4,男性,37,4,1,研究科學家,4,離婚,2089,5228,4,是,否,14,3,4,80,3,7,3,4,5,4,2,2
45,否,不出差,1195,研發部,2,2,醫學,1,264,1,男性,65,2,4,經理,4,已婚,16792,20462,9,是,否,23,4,4,80,1,22,1,3,20,8,11,8
37,否,偶爾出差,290,研發部,21,3,生命科學,1,267,2,男性,65,4,1,研究科學家,1,已婚,3564,22977,1,是,是,12,3,1,80,1,8,3,2,8,7,1,7
35,否,頻繁出差,138,研發部,2,3,醫學,1,269,2,女性,37,3,2,實驗室技術員,2,單身,4425,15986,5,是,否,11,3,4,80,0,10,5,3,6,2,1,2
42,否,不出差,926,研發部,21,2,醫學,1,270,3,女性,36,3,2,製造總監,3,離婚,5265,16439,2,是,否,16,3,2,80,1,11,5,3,5,3,0,2
38,否,偶爾出差,1261,研發部,2,4,生命科學,1,271,4,男性,88,3,2,製造總監,3,已婚,6553,7259,9,是,否,14,3,2,80,0,14,3,3,1,0,0,0
38,否,偶爾出差,1084,研發部,29,3,技術學位,1,273,4,男性,54,3,2,製造總監,4,已婚,6261,4185,3,是,否,18,3,1,80,1,9,3,1,7,7,1,7
27,否,頻繁出差,472,研發部,1,1,技術學位,1,274,3,男性,60,2,2,製造總監,1,已婚,4298,9679,5,是,否,19,3,3,80,1,6,1,3,2,2,2,0
49,否,不出差,1002,研發部,18,4,生命科學,1,275,4,男性,92,3,2,製造總監,4,離婚,6804,23793,1,是,是,15,3,1,80,2,7,0,3,7,7,1,7
34,否,頻繁出差,878,研發部,10,4,醫學,1,277,4,男性,43,3,1,研究科學家,3,離婚,3815,5972,1,是,是,17,3,4,80,1,5,4,4,5,3,2,0
40,否,偶爾出差,905,研發部,19,2,醫學,1,281,3,男性,99,3,2,實驗室技術員,4,已婚,2741,16523,8,是,是,15,3,3,80,1,15,2,4,7,2,3,7
38,是,偶爾出差,1180,研發部,29,1,醫學,1,282,2,男性,70,3,2,醫療代表,1,已婚,6673,11354,7,是,是,19,3,2,80,0,17,2,3,1,0,0,0
29,是,偶爾出差,121,銷售部,27,3,行銷,1,283,2,女性,35,3,3,銷售執行,4,已婚,7639,24525,1,是,否,22,4,4,80,3,10,3,2,10,4,1,9
22,否,偶爾出差,1136,研發部,5,3,生命科學,1,284,4,男性,60,4,1,研究科學家,2,離婚,2328,12392,1,是,是,16,3,1,80,1,4,2,2,4,2,2,2
36,否,頻繁出差,635,研發部,18,1,醫學,1,286,2,女性,73,3,1,實驗室技術員,4,單身,2153,7703,1,是,否,13,3,1,80,0,8,2,3,8,1,1,7
40,否,不出差,1151,研發部,9,5,生命科學,1,287,4,男性,63,2,2,醫療代表,4,已婚,4876,14242,9,是,否,14,3,4,80,1,5,5,1,3,2,0,2
46,否,偶爾出差,644,研發部,1,4,醫學,1,288,4,男性,97,3,3,醫療代表,1,離婚,9396,12368,7,是,否,16,3,3,80,1,17,3,3,4,2,0,3
32,是,偶爾出差,1045,銷售部,4,4,醫學,1,291,4,男性,32,1,3,銷售執行,4,已婚,10400,25812,1,是,否,11,3,3,80,0,14,2,2,14,8,9,8
30,否,不出差,829,研發部,1,1,生命科學,1,292,3,男性,88,2,3,製造總監,3,單身,8474,20925,1,是,否,22,4,3,80,0,12,2,3,11,8,5,8
27,否,頻繁出差,1242,銷售部,20,3,生命科學,1,293,4,女性,90,3,2,銷售執行,3,單身,9981,12916,1,是,否,14,3,4,80,0,7,2,3,7,7,0,7
51,否,偶爾出差,1469,研發部,8,4,生命科學,1,296,2,男性,81,2,3,研究總監,2,已婚,12490,15736,5,是,否,16,3,4,80,2,16,5,1,10,9,4,7
30,是,偶爾出差,1005,研發部,3,3,技術學位,1,297,4,女性,88,3,1,研究科學家,1,單身,2657,8556,5,是,是,11,3,3,80,0,8,5,3,5,2,0,4
41,否,偶爾出差,896,銷售部,6,3,生命科學,1,298,4,女性,75,3,3,經理,4,單身,13591,14674,3,是,是,18,3,3,80,0,16,3,3,1,0,0,0
30,是,頻繁出差,334,銷售部,26,4,行銷,1,299,3,女性,52,2,2,銷售執行,1,單身,6696,22967,5,是,否,15,3,3,80,0,9,5,2,6,3,0,1
29,是,偶爾出差,992,研發部,1,3,技術學位,1,300,3,男性,85,3,1,研究科學家,3,單身,2058,19757,0,是,否,14,3,4,80,0,7,1,2,6,2,1,5
45,否,不出差,1052,銷售部,6,3,醫學,1,302,4,女性,57,2,3,銷售執行,4,單身,8865,16840,6,是,否,12,3,4,80,0,23,2,3,19,7,12,8
54,否,偶爾出差,1147,銷售部,3,3,行銷,1,303,4,女性,52,3,2,銷售執行,1,已婚,5940,17011,2,是,否,14,3,4,80,1,16,4,3,6,2,0,5
36,否,偶爾出差,1396,研發部,5,2,生命科學,1,304,4,男性,62,3,2,實驗室技術員,2,單身,5914,9945,8,是,否,16,3,4,80,0,16,3,4,13,11,3,7
33,否,偶爾出差,147,研發部,4,4,醫學,1,305,3,女性,47,2,1,研究科學家,2,已婚,2622,13248,6,是,否,21,4,4,80,0,7,3,3,3,2,1,1
37,否,頻繁出差,663,研發部,11,3,其他,1,306,2,男性,47,3,3,研究總監,4,離婚,12185,10056,1,是,是,14,3,3,80,3,10,1,3,10,8,0,7
38,否,偶爾出差,119,銷售部,3,3,生命科學,1,307,1,男性,76,3,3,銷售執行,3,離婚,10609,9647,0,是,否,12,3,3,80,2,17,6,2,16,10,5,13
31,否,不出差,979,研發部,1,4,醫學,1,308,3,男性,90,1,2,製造總監,3,已婚,4345,4381,0,是,否,12,3,4,80,1,6,2,3,5,4,1,4
59,否,偶爾出差,142,研發部,3,3,生命科學,1,309,3,男性,70,2,1,研究科學家,4,已婚,2177,8456,3,是,否,17,3,1,80,1,7,6,3,1,0,0,0
37,否,頻繁出差,319,銷售部,4,4,行銷,1,311,1,男性,41,3,1,銷售代表,4,離婚,2793,2539,4,是,否,17,3,3,80,1,13,2,3,9,8,5,8
29,否,頻繁出差,1413,銷售部,1,1,醫學,1,312,2,女性,42,3,3,銷售執行,4,已婚,7918,6599,1,是,否,14,3,4,80,1,11,5,3,11,10,4,1
35,否,頻繁出差,944,銷售部,1,3,行銷,1,314,3,女性,92,3,3,銷售執行,3,單身,8789,9096,1,是,否,14,3,1,80,0,10,3,4,10,7,0,8
29,是,偶爾出差,896,研發部,18,1,醫學,1,315,3,男性,86,2,1,研究科學家,4,單身,2389,14961,1,是,是,13,3,3,80,0,4,3,2,4,3,0,1
52,否,偶爾出差,1323,研發部,2,3,生命科學,1,316,3,女性,89,2,1,實驗室技術員,4,單身,3212,3300,7,是,否,15,3,2,80,0,6,3,2,2,2,2,2
42,否,偶爾出差,532,研發部,4,2,技術學位,1,319,3,男性,58,3,5,經理,4,已婚,19232,4933,1,是,否,11,3,4,80,0,22,3,3,22,17,11,15
59,否,偶爾出差,818,人力資源專員,6,2,醫學,1,321,2,男性,52,3,1,人力資源專員,3,已婚,2267,25657,8,是,否,17,3,4,80,0,7,2,2,2,2,2,2
50,否,偶爾出差,854,銷售部,1,4,醫學,1,323,4,女性,68,3,5,經理,4,離婚,19517,24118,3,是,否,11,3,3,80,1,32,3,2,7,0,0,6
33,是,偶爾出差,813,研發部,14,3,醫學,1,325,3,男性,58,3,1,實驗室技術員,4,已婚,2436,22149,5,是,是,13,3,3,80,1,8,2,1,5,4,0,4
43,否,偶爾出差,1034,銷售部,16,3,行銷,1,327,4,女性,80,3,4,經理,4,已婚,16064,7744,5,是,是,22,4,3,80,1,22,3,3,17,13,1,9
33,是,偶爾出差,465,研發部,2,2,生命科學,1,328,1,女性,39,3,1,實驗室技術員,1,已婚,2707,21509,7,是,否,20,4,1,80,0,13,3,4,9,7,1,7
52,否,不出差,771,銷售部,2,4,生命科學,1,329,1,男性,79,2,5,經理,3,單身,19068,21030,1,是,是,18,3,4,80,0,33,2,4,33,7,15,12
32,否,偶爾出差,1401,銷售部,4,2,生命科學,1,330,3,女性,56,3,1,銷售代表,2,已婚,3931,20990,2,是,否,11,3,1,80,1,6,5,3,4,3,1,2
32,是,偶爾出差,515,研發部,1,3,生命科學,1,331,4,男性,62,2,1,實驗室技術員,3,單身,3730,9571,0,是,是,14,3,4,80,0,4,2,1,3,2,1,2
39,否,偶爾出差,1431,研發部,1,4,醫學,1,332,3,女性,96,3,1,實驗室技術員,3,離婚,2232,15417,7,是,否,14,3,3,80,3,7,1,3,3,2,1,2
32,否,不出差,976,銷售部,26,4,行銷,1,333,3,男性,100,3,2,銷售執行,4,已婚,4465,12069,0,是,否,18,3,1,80,0,4,2,3,3,2,2,2
41,否,偶爾出差,1411,研發部,19,2,生命科學,1,334,3,男性,36,3,2,研究科學家,1,離婚,3072,19877,2,是,否,16,3,1,80,2,17,2,2,1,0,0,0
40,否,偶爾出差,1300,研發部,24,2,技術學位,1,335,1,男性,62,3,2,研究科學家,4,離婚,3319,24447,1,是,否,17,3,1,80,2,9,3,3,9,8,4,7
45,否,偶爾出差,252,研發部,1,3,其他,1,336,3,男性,70,4,5,經理,4,已婚,19202,15970,0,是,否,11,3,3,80,1,25,2,3,24,0,1,7
31,否,頻繁出差,1327,研發部,3,4,醫學,1,337,2,男性,73,3,3,研究總監,3,離婚,13675,13523,9,是,否,12,3,1,80,1,9,3,3,2,2,2,2
33,否,偶爾出差,832,研發部,5,4,生命科學,1,338,3,女性,63,2,1,研究科學家,4,已婚,2911,14776,1,是,否,13,3,3,80,1,2,2,2,2,2,0,2
34,否,偶爾出差,470,研發部,2,4,生命科學,1,339,4,男性,84,2,2,製造總監,1,已婚,5957,23687,6,是,否,13,3,2,80,1,13,3,3,11,9,5,9
37,否,偶爾出差,1017,研發部,1,2,醫學,1,340,3,女性,83,2,1,研究科學家,1,已婚,3920,18697,2,是,否,14,3,1,80,1,17,2,2,3,1,0,2
45,否,頻繁出差,1199,研發部,7,4,生命科學,1,341,1,男性,77,4,2,製造總監,3,已婚,6434,5118,4,是,否,17,3,4,80,1,9,1,3,3,2,0,2
37,是,頻繁出差,504,研發部,10,3,醫學,1,342,1,男性,61,3,3,製造總監,3,離婚,10048,22573,6,是,否,11,3,2,80,2,17,5,3,1,0,0,0
39,否,頻繁出差,505,研發部,2,4,技術學位,1,343,3,女性,64,3,3,醫療代表,3,單身,10938,6420,0,是,否,25,4,4,80,0,20,1,3,19,6,11,8
29,否,偶爾出差,665,研發部,15,3,生命科學,1,346,3,男性,60,3,1,研究科學家,4,單身,2340,22673,1,是,否,19,3,1,80,0,6,1,3,6,5,1,5
42,否,偶爾出差,916,研發部,17,2,生命科學,1,347,4,女性,82,4,2,研究科學家,1,單身,6545,23016,3,是,是,13,3,3,80,0,10,1,3,3,2,0,2
29,否,偶爾出差,1247,銷售部,20,2,行銷,1,349,4,男性,45,3,2,銷售執行,4,離婚,6931,10732,2,是,否,14,3,4,80,1,10,2,3,3,2,0,2
25,否,偶爾出差,685,研發部,1,3,生命科學,1,350,1,女性,62,3,2,製造總監,3,已婚,4898,7505,0,是,否,12,3,4,80,2,5,3,3,4,2,1,2
42,否,偶爾出差,269,研發部,2,3,醫學,1,351,4,女性,56,2,1,實驗室技術員,1,離婚,2593,8007,0,是,是,11,3,3,80,1,10,4,3,9,6,7,8
40,否,偶爾出差,1416,研發部,2,2,醫學,1,352,1,男性,49,3,5,研究總監,3,離婚,19436,5949,0,是,否,19,3,4,80,1,22,5,3,21,7,3,9
51,否,偶爾出差,833,研發部,1,3,生命科學,1,353,3,男性,96,3,1,研究科學家,4,已婚,2723,23231,1,是,否,11,3,2,80,0,1,0,2,1,0,0,0
31,是,頻繁出差,307,研發部,29,2,醫學,1,355,3,男性,71,2,1,實驗室技術員,2,單身,3479,11652,0,是,否,11,3,2,80,0,6,2,4,5,4,1,4
32,否,頻繁出差,1311,研發部,7,3,生命科學,1,359,2,男性,100,4,1,實驗室技術員,2,已婚,2794,26062,1,是,否,20,4,3,80,0,5,3,1,5,1,0,3
38,否,不出差,1327,銷售部,2,2,生命科學,1,361,4,男性,39,2,2,銷售執行,4,已婚,5249,19682,3,是,否,18,3,4,80,1,13,0,3,8,7,7,5
32,否,偶爾出差,128,研發部,2,1,技術學位,1,362,4,男性,84,2,2,實驗室技術員,1,單身,2176,19737,4,是,否,13,3,4,80,0,9,5,3,6,2,0,4
46,否,偶爾出差,488,銷售部,2,3,技術學位,1,363,3,女性,75,1,4,經理,2,已婚,16872,14977,3,是,是,12,3,2,80,1,28,2,2,7,7,7,7
28,是,偶爾出差,529,研發部,2,4,生命科學,1,364,1,男性,79,3,1,實驗室技術員,3,單身,3485,14935,2,是,否,11,3,3,80,0,5,5,1,0,0,0,0
29,否,偶爾出差,1210,銷售部,2,3,醫學,1,366,1,男性,78,2,2,銷售執行,2,已婚,6644,3687,2,是,否,19,3,2,80,2,10,2,3,0,0,0,0
31,否,偶爾出差,1463,研發部,23,3,醫學,1,367,2,男性,64,2,2,醫療代表,4,已婚,5582,14408,0,是,否,21,4,2,80,1,10,2,3,9,0,7,8
25,否,不出差,675,研發部,5,2,生命科學,1,369,2,男性,85,4,2,醫療代表,1,離婚,4000,18384,1,是,否,12,3,4,80,2,6,2,3,6,3,1,5
45,否,偶爾出差,1385,研發部,20,2,醫學,1,372,3,男性,79,3,4,醫療代表,4,已婚,13496,7501,0,是,是,14,3,2,80,0,21,2,3,20,7,4,10
36,否,偶爾出差,1403,研發部,6,3,生命科學,1,373,4,男性,47,3,1,實驗室技術員,4,已婚,3210,20251,0,是,否,11,3,3,80,1,16,4,3,15,13,10,11
55,否,偶爾出差,452,研發部,1,3,醫學,1,374,4,男性,81,3,5,經理,1,單身,19045,18938,0,是,是,14,3,3,80,0,37,2,3,36,10,4,13
47,是,不出差,666,研發部,29,4,生命科學,1,376,1,男性,88,3,3,經理,2,已婚,11849,10268,1,是,是,12,3,4,80,1,10,2,2,10,7,9,9
28,否,偶爾出差,1158,研發部,9,3,醫學,1,377,4,男性,94,3,1,研究科學家,4,已婚,2070,2613,1,是,否,23,4,4,80,1,5,3,2,5,2,0,4
37,否,偶爾出差,228,銷售部,6,4,醫學,1,378,3,男性,98,3,2,銷售執行,4,已婚,6502,22825,4,是,否,14,3,2,80,1,7,5,4,5,4,0,1
21,否,偶爾出差,996,研發部,3,2,醫學,1,379,4,男性,100,2,1,研究科學家,3,單身,3230,10531,1,是,否,17,3,1,80,0,3,4,4,3,2,1,0
37,否,不出差,728,研發部,1,4,醫學,1,380,1,女性,80,3,3,研究總監,4,離婚,13603,11677,2,是,是,18,3,1,80,2,15,2,3,5,2,0,2
35,否,偶爾出差,1315,研發部,22,3,生命科學,1,381,2,女性,71,4,3,經理,2,離婚,11996,19100,7,是,否,18,3,2,80,1,10,6,2,7,7,6,2
38,否,偶爾出差,322,銷售部,7,2,醫學,1,382,1,女性,44,4,2,銷售執行,1,離婚,5605,19191,1,是,是,24,4,3,80,1,8,3,3,8,0,7,7
26,否,頻繁出差,1479,研發部,1,3,生命科學,1,384,3,女性,84,3,2,製造總監,2,離婚,6397,26767,1,是,否,20,4,1,80,1,6,6,1,6,5,1,4
50,否,偶爾出差,797,研發部,4,1,生命科學,1,385,1,男性,96,3,5,研究總監,2,離婚,19144,15815,3,是,否,14,3,1,80,2,28,4,2,10,4,1,6
53,否,偶爾出差,1070,研發部,3,4,醫學,1,386,3,男性,45,3,4,研究總監,3,已婚,17584,21016,3,是,是,16,3,4,80,3,21,5,2,5,3,1,3
42,否,偶爾出差,635,銷售部,1,1,生命科學,1,387,2,男性,99,3,2,銷售執行,3,已婚,4907,24532,1,是,否,25,4,3,80,0,20,3,3,20,16,11,6
29,否,頻繁出差,442,銷售部,2,2,生命科學,1,388,2,男性,44,3,2,銷售執行,4,單身,4554,20260,1,是,否,18,3,1,80,0,10,3,2,10,7,0,9
55,否,偶爾出差,147,研發部,20,2,技術學位,1,389,2,男性,37,3,2,實驗室技術員,4,已婚,5415,15972,3,是,是,19,3,4,80,1,12,4,3,10,7,0,8
26,否,頻繁出差,496,研發部,11,2,醫學,1,390,1,男性,60,3,2,醫療代表,1,已婚,4741,22722,1,是,是,13,3,3,80,1,5,3,3,5,3,3,3
37,否,偶爾出差,1372,研發部,1,3,生命科學,1,391,4,女性,42,3,1,研究科學家,4,單身,2115,15881,1,是,否,12,3,2,80,0,17,3,3,17,12,5,7
44,是,頻繁出差,920,研發部,24,3,生命科學,1,392,4,男性,43,3,1,實驗室技術員,3,離婚,3161,19920,3,是,是,22,4,4,80,1,19,0,1,1,0,0,0
38,否,偶爾出差,688,研發部,23,4,生命科學,1,393,4,男性,82,3,2,醫療代表,4,離婚,5745,18899,9,是,否,14,3,2,80,1,10,2,3,2,2,1,2
26,是,偶爾出差,1449,研發部,16,4,醫學,1,394,1,男性,45,3,1,實驗室技術員,2,離婚,2373,14180,2,是,是,13,3,4,80,1,5,2,3,3,2,0,2
28,否,偶爾出差,1117,研發部,8,2,生命科學,1,395,4,女性,66,3,1,研究科學家,4,單身,3310,4488,1,是,否,21,4,4,80,0,5,3,3,5,3,0,2
49,否,頻繁出差,636,研發部,10,4,生命科學,1,396,3,女性,35,3,5,研究總監,1,單身,18665,25594,9,是,是,11,3,4,80,0,22,4,3,3,2,1,2
36,否,偶爾出差,506,研發部,3,3,技術學位,1,397,3,男性,30,3,2,研究科學家,2,單身,4485,26285,4,是,否,12,3,4,80,0,10,2,3,8,0,7,7
31,否,頻繁出差,444,銷售部,5,3,行銷,1,399,4,女性,84,3,1,銷售代表,2,離婚,2789,3909,1,是,否,11,3,3,80,1,2,5,2,2,2,2,2
26,是,偶爾出差,950,銷售部,4,4,行銷,1,401,4,男性,48,2,2,銷售執行,4,單身,5828,8450,1,是,是,12,3,2,80,0,8,0,3,8,7,7,4
37,否,頻繁出差,889,研發部,9,3,醫學,1,403,2,男性,53,3,1,研究科學家,4,已婚,2326,11411,1,是,是,12,3,3,80,3,4,3,2,4,2,1,2
42,否,頻繁出差,555,銷售部,26,3,行銷,1,404,3,女性,77,3,4,銷售執行,2,已婚,13525,14864,5,是,否,14,3,4,80,1,23,2,4,20,4,4,8
18,是,偶爾出差,230,研發部,3,3,生命科學,1,405,3,男性,54,3,1,實驗室技術員,3,單身,1420,25233,1,是,否,13,3,3,80,0,0,2,3,0,0,0,0
35,否,偶爾出差,1232,銷售部,16,3,行銷,1,406,3,男性,96,3,3,銷售執行,2,已婚,8020,5100,0,是,否,15,3,3,80,2,12,3,2,11,9,6,9
36,否,頻繁出差,566,研發部,18,4,生命科學,1,407,3,男性,81,4,1,實驗室技術員,4,已婚,3688,7122,4,是,否,18,3,4,80,2,4,2,3,1,0,0,0
51,否,偶爾出差,1302,研發部,2,3,醫學,1,408,4,男性,84,1,2,製造總監,2,離婚,5482,16321,5,是,否,18,3,4,80,1,13,3,3,4,1,1,2
41,否,偶爾出差,334,銷售部,2,4,生命科學,1,410,4,男性,88,3,4,經理,2,單身,16015,15896,1,是,否,19,3,2,80,0,22,2,3,22,10,0,4
18,否,偶爾出差,812,銷售部,10,3,醫學,1,411,4,女性,69,2,1,銷售代表,3,單身,1200,9724,1,是,否,12,3,1,80,0,0,2,3,0,0,0,0
28,否,偶爾出差,1476,研發部,16,2,醫學,1,412,2,男性,68,4,2,醫療代表,1,單身,5661,4824,0,是,否,19,3,3,80,0,9,2,3,8,3,0,7
31,否,偶爾出差,218,銷售部,7,3,技術學位,1,416,2,男性,100,4,2,銷售執行,4,已婚,6929,12241,4,是,否,11,3,2,80,1,10,3,2,8,7,7,7
39,否,偶爾出差,1132,研發部,1,3,醫學,1,417,3,男性,48,4,3,醫療代表,4,離婚,9613,10942,0,是,否,17,3,1,80,3,19,5,2,18,10,3,7
36,否,不出差,1105,研發部,24,4,生命科學,1,419,2,女性,47,3,2,實驗室技術員,2,已婚,5674,6927,7,是,否,15,3,3,80,1,11,3,3,9,8,0,8
